project,tool,command
    - "--features=race"
    - "--test_tag_filters=-nolinux"
    test_targets:
    - "//..."
  macos:
    build_flags:
    - "--build_tag_filters=-nomacos"
    build_targets:
    - "//..."
    test_flags:
    - "--features=race"
    - "--test_tag_filters=-nomacos"
    test_targets:
    - "//..."

LandRover_StaffjoyV2,github-actions,run: ./vagrant/bazel.sh
LandRover_StaffjoyV2,github-actions,build/buildtools/buildifier@latest
evilcorpltd_aTox,github-actions,:
evilcorpltd_aTox,github-actions,cache
evilcorpltd_aTox,github-actions,key: bazel-${{ hashFiles('WORKSPACE', 'bazel/**') }}
evilcorpltd_aTox,github-actions,-
evilcorpltd_aTox,github-actions,build //...
evilcorpltd_aTox,github-actions,test //...
evilcorpltd_aTox,github-actions,build/buildtools/releases/download/4.0.1/buildifier
google_incremental-dom,circleci,workspace or the
google_incremental-dom,circleci,is controlled
google_incremental-dom,circleci,v0.22.0. When updating this
google_incremental-dom,circleci,version in the "WORKSPACE" file.
google_incremental-dom,circleci,:0.28.0
google_incremental-dom,circleci,# repository cache in order to make subsequent builds faster.
google_incremental-dom,circleci,_repository_cache"
google_incremental-dom,circleci,build ...
google_incremental-dom,circleci,test ...
google_google-toolbox-for-mac,github-actions,:
google_google-toolbox-for-mac,github-actions,test
google_google-toolbox-for-mac,github-actions,isk
google_google-toolbox-for-mac,github-actions,isk test --build_tests_only -c "${{ matrix.MODE }}" //...
google_santa,github-actions,test --test_strategy=exclusive --test_output=errors --runs_per_test 50 -t- :unit_tests --define=SANTA_BUILD_TYPE=adhoc
google_santa,github-actions,build --apple_generate_dsym -c opt :release --define=SANTA_BUILD_TYPE=adhoc
google_santa,github-actions,test :unit_tests --define=SANTA_BUILD_TYPE=adhoc --test_output=errors
google_santa,github-actions,-out/_coverage/_coverage_report.dat
google_re2,github-actions,)
google_re2,github-actions,.sh
envoyproxy_data-plane-api,circleci,.test
p4lang_p4c,github-actions,"
p4lang_p4c,github-actions,-${{ github.event.pull_request.number || github.ref }}
p4lang_p4c,github-actions,isk-linux-amd64
p4lang_p4c,github-actions,cache
p4lang_p4c,github-actions,.build/versions/master/output_directories.html
p4lang_p4c,github-actions,"
p4lang_p4c,github-actions,isk
p4lang_p4c,github-actions,isk/releases/download/v1.7.1/$BAZEL"
p4lang_p4c,github-actions,- name: Install Flex and Bison
p4lang_p4c,github-actions,build //... --verbose_failures --distinct_host_configuration=false
p4lang_p4c,github-actions,project depending on p4c as a subproject.
p4lang_p4c,github-actions,isk-linux-amd64
p4lang_p4c,github-actions,cache
p4lang_p4c,github-actions,.build/versions/master/output_directories.html
p4lang_p4c,github-actions,"
p4lang_p4c,github-actions,isk
p4lang_p4c,github-actions,isk/releases/download/v1.4.0/$BAZEL"
p4lang_p4c,github-actions,- name: Install Flex and Bison
p4lang_p4c,github-actions,/example
p4lang_p4c,github-actions,build //... --verbose_failures --distinct_host_configuration=false
google_differential-privacy,github-actions,Tests
google_differential-privacy,github-actions,Tests
google_differential-privacy,github-actions,/
google_differential-privacy,github-actions,-cc-cache
google_differential-privacy,github-actions,isk is installed
google_differential-privacy,github-actions,isk --version
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,isk test --test_timeout_filters=-long,-eternal ...
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,isk test ...
google_differential-privacy,github-actions,Tests
google_differential-privacy,github-actions,/
google_differential-privacy,github-actions,-java-cache
google_differential-privacy,github-actions,isk is installed
google_differential-privacy,github-actions,isk --version
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,isk test --test_timeout_filters=-long,-eternal ...
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,Tests
google_differential-privacy,github-actions,/
google_differential-privacy,github-actions,-go-cache
google_differential-privacy,github-actions,isk is installed
google_differential-privacy,github-actions,isk --version
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,isk test --test_timeout_filters=-eternal ...
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,Tests
google_differential-privacy,github-actions,/
google_differential-privacy,github-actions,-pob-cache
google_differential-privacy,github-actions,isk is installed
google_differential-privacy,github-actions,isk --version
google_differential-privacy,github-actions,isk build ...
google_differential-privacy,github-actions,isk test --test_timeout_filters=-eternal ...
google_benchmark,github-actions,.sh
google_benchmark,github-actions,on:
google_benchmark,github-actions,.${{ matrix.os }}
google_benchmark,github-actions,cache
google_benchmark,github-actions,-cache
google_benchmark,github-actions,"
google_benchmark,github-actions,build //:benchmark //:benchmark_main //test/...
google_benchmark,github-actions,test --test_output=all //test/...
livegrep_livegrep,github-actions,rc
livegrep_livegrep,github-actions,rc
livegrep_livegrep,github-actions,rc
livegrep_livegrep,github-actions,build
livegrep_livegrep,github-actions,build //...
livegrep_livegrep,github-actions,test
livegrep_livegrep,github-actions,test --test_arg=-test.v //...
livegrep_livegrep,github-actions,fetch ourselves. If a Go file ins't formatted
livegrep_livegrep,github-actions,info output_base)/external/go_sdk/bin/gofmt
livegrep_livegrep,circleci,-cache
livegrep_livegrep,circleci,-cache
livegrep_livegrep,circleci,
google_cpu_features,github-actions,on:
google_cpu_features,github-actions,:
google_cpu_features,github-actions,run: |
google_cpu_features,github-actions,.gpg
google_cpu_features,github-actions,.gpg /etc/apt/trusted.gpg.d/
google_cpu_features,github-actions,.list
google_cpu_features,github-actions,bazel --version
google_cpu_features,github-actions,test -s --verbose_failures //...
bazelbuild_rules_dotnet,buildkite,---
buildifier: latest
tasks:
  api_md_docs:
    platform: ubuntu1804
    name: api_md_docs
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    build_targets:
      - "//docs:my-docs"

  linux_amd64_3.1.407:
    platform: ubuntu1804
    name: linux_amd64_3.1.407
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    test_targets:
      - "//..."
  darwin_amd64_3.1.407:
    platform: macos
    name: darwin_amd64_3.1.407
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
    test_targets:
      - "//..."
  windows_amd64_3.1.407:
    platform: windows
    name: windows_amd64_3.1.407
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
    test_targets:
      - "//..."

  linux_amd64_5.0.404:
    platform: ubuntu1804
    name: linux_amd64_5.0.404
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
    test_targets:
      - "//..."
  darwin_amd64_5.0.404:
    platform: macos
    name: darwin_amd64_5.0.404
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
    test_targets:
      - "//..."
  windows_amd64_5.0.404:
    platform: windows
    name: windows_amd64_5.0.404
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
    test_targets:
      - "//..."

  linux_amd64_6.0.101:
    platform: ubuntu1804
    name: linux_amd64_6.0.101
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
    test_targets:
      - "//..."
  darwin_amd64_6.0.101:
    platform: macos
    name: darwin_amd64_6.0.101
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
    test_targets:
      - "//..."
  windows_amd64_6.0.101:
    platform: windows
    name: windows_amd64_6.0.101
    build_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
    build_targets:
      - "//..."
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
    test_targets:
      - "//..."

  ef_linux_amd64_3.1.407:
    platform: ubuntu1804
    name: ef_linux_amd64_3.1.407
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    test_targets:
      - "//..."
  ef_windows_amd64_3.1.407:
    platform: windows
    name: ef_windows_amd64_3.1.407
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
    test_targets:
      - "//..."
  ef_darwin_amd64_3.1.407:
    platform: macos
    name: ef_darwin_amd64_3.1.407
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
    test_targets:
      - "//..."

  ef_linux_amd64_5.0.404:
    platform: ubuntu1804
    name: ef_linux_amd64_5.0.404
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
    test_targets:
      - "//..."
  ef_windows_amd64_5.0.404:
    platform: windows
    name: ef_windows_amd64_5.0.404
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
    test_targets:
      - "//..."
  ef_darwin_amd64_5.0.404:
    platform: macos
    name: ef_darwin_amd64_5.0.404
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
    test_targets:
      - "//..."

  ef_linux_amd64_6.0.101:
    platform: ubuntu1804
    name: ef_linux_amd64_6.0.101
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
    test_targets:
      - "//..."
  ef_windows_amd64_6.0.101:
    platform: windows
    name: ef_windows_amd64_6.0.101
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
    test_targets:
      - "//..."
  ef_darwin_amd64_6.0.101:
    platform: macos
    name: ef_darwin_amd64_6.0.101
    working_directory: examples/ef
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
    test_targets:
      - "//..."

  grpc_linux_amd64_3.1.407:
    platform: ubuntu1804
    name: grpc_linux_amd64_3.1.407
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    test_targets:
      - "//..."
  grpc_windows_amd64_3.1.407:
    platform: windows
    name: grpc_windows_amd64_3.1.407
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
    test_targets:
      - "//..."
  grpc_darwin_amd64_3.1.407:
    platform: macos
    name: grpc_darwin_amd64_3.1.407
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
    test_targets:
      - "//..."

  grpc_linux_amd64_5.0.404:
    platform: ubuntu1804
    name: grpc_linux_amd64_5.0.404
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
    test_targets:
      - "//..."
  grpc_windows_amd64_5.0.404:
    platform: windows
    name: grpc_windows_amd64_5.0.404
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
    test_targets:
      - "//..."
  grpc_darwin_amd64_5.0.404:
    platform: macos
    name: grpc_darwin_amd64_5.0.404
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
    test_targets:
      - "//..."

  grpc_linux_amd64_6.0.101:
    platform: ubuntu1804
    name: grpc_linux_amd64_6.0.101
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
    test_targets:
      - "//..."
  grpc_windows_amd64_6.0.101:
    platform: windows
    name: grpc_windows_amd64_6.0.101
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
    test_targets:
      - "//..."
  grpc_darwin_amd64_6.0.101:
    platform: macos
    name: grpc_darwin_amd64_6.0.101
    working_directory: examples/grpc
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
    test_targets:
      - "//..."

  type_providers_linux_amd64_3.1.407:
    platform: ubuntu1804
    name: type_providers_linux_amd64_3.1.407
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_3.1.407"
    test_targets:
      - "//..."
  type_providers_windows_amd64_3.1.407:
    platform: windows
    name: type_providers_windows_amd64_3.1.407
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_3.1.407"
    test_targets:
      - "//..."
  type_providers_darwin_amd64_3.1.407:
    platform: macos
    name: type_providers_darwin_amd64_3.1.407
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_3.1.407"
    test_targets:
      - "//..."

  type_providers_linux_amd64_5.0.404:
    platform: ubuntu1804
    name: type_providers_linux_amd64_5.0.404
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_5.0.404"
    test_targets:
      - "//..."
  type_providers_windows_amd64_5.0.404:
    platform: windows
    name: type_providers_windows_amd64_5.0.404
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_5.0.404"
    test_targets:
      - "//..."
  type_providers_darwin_amd64_5.0.404:
    platform: macos
    name: type_providers_darwin_amd64_5.0.404
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_5.0.404"
    test_targets:
      - "//..."

  type_providers_linux_amd64_6.0.101:
    platform: ubuntu1804
    name: type_providers_linux_amd64_6.0.101
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:linux_amd64_6.0.101"
    test_targets:
      - "//..."
  type_providers_windows_amd64_6.0.101:
    platform: windows
    name: type_providers_windows_amd64_6.0.101
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:windows_amd64_6.0.101"
    test_targets:
      - "//..."
  type_providers_darwin_amd64_6.0.101:
    platform: macos
    name: type_providers_darwin_amd64_6.0.101
    working_directory: examples/type_providers
    test_flags:
      - "--host_platform"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
      - "--platforms"
      - "@io_bazel_rules_dotnet//dotnet/toolchain:darwin_amd64_6.0.101"
    test_targets:
      - "//..."

wix_exodus,github-actions,test //...
wix_exodus,github-actions,:3.5.0
wix_exodus,github-actions,isk
wix_exodus,github-actions,isk-linux-amd64
wix_exodus,github-actions,which bazel
wix_exodus,github-actions,cache
wix_exodus,github-actions,_cache
wix_exodus,github-actions,run: |
wix_exodus,github-actions,_cache -k //...
google_chrome-ssh-agent,github-actions,isk@v2
google_chrome-ssh-agent,github-actions,build ...
google_chrome-ssh-agent,github-actions,test --test_output=errors ...
google_chrome-ssh-agent,github-actions,-bin/chrome-ssh-agent.zip
google_chrome-ssh-agent,github-actions,-bin/chrome-ssh-agent.zip
google_chrome-ssh-agent,github-actions,isk@v2
google_chrome-ssh-agent,github-actions,build ...
google_chrome-ssh-agent,github-actions,isk@v2
google_chrome-ssh-agent,github-actions,build ...
google_chrome-ssh-agent,github-actions,test --test_output=errors ...
google_chrome-ssh-agent,github-actions,'s dependencies. See the following feature requests:
google_chrome-ssh-agent,github-actions,only)
google_chrome-ssh-agent,github-actions,isk@v2
google_chrome-ssh-agent,github-actions,//:gazelle-update-repos
stackb_rules_proto,buildkite,---
buildifier:
  version: 5.1.0
  warnings: "-function-docstring,-function-docstring-header,-module-docstring,-function-docstring-args,-list-append"
bazel: 5.1.1
tasks:
  default_workspace_ubuntu1804:
    platform: ubuntu1804
    test_targets:
      - //example/...
      - //language/...
      - //pkg/...
      - //plugin/...
      - //rules/...
      - //toolchain/...
      - -//pkg/plugin/grpc/grpc:grpc_test # TODO(pcj): error "bazel_testing: read-only filesystem"
    test_flags:
      - --config=bazelci
      - --deleted_packages=//plugin/grpc-ecosystem/grpc-gateway
  default_workspace_macos:
    platform: macos
    test_targets:
      - //example/...
      - //language/...
      - //pkg/...
      - //plugin/...
      - //rules/...
      - //toolchain/...
    test_flags:
      - --deleted_packages=//plugin/grpc-ecosystem/grpc-gateway

google-research_turkish-morphology,github-actions,run: |
google-research_turkish-morphology,github-actions,-5.0.0-installer-linux-x86_64.sh"
google-research_turkish-morphology,github-actions,-5.0.0-installer-linux-x86_64.sh
google-research_turkish-morphology,github-actions,-5.0.0-installer-linux-x86_64.sh --user
google-research_turkish-morphology,github-actions,-5.0.0-installer-linux-x86_64.sh
google-research_turkish-morphology,github-actions,run: |
google-research_turkish-morphology,github-actions,build -c opt //...
google-research_turkish-morphology,github-actions,test -c opt //... --test_output=errors
brendanhay_amazonka,github-actions,/amazonka/repo
brendanhay_amazonka,github-actions,rc.local <<EOF
brendanhay_amazonka,github-actions,/amazonka/repo
brendanhay_amazonka,github-actions,rc.local <<EOF
brendanhay_amazonka,github-actions,build //docs:bundle
brendanhay_amazonka,github-actions,-bin/docs/bundle.tar -C public
brendanhay_amazonka,github-actions,/amazonka/repo
brendanhay_amazonka,github-actions,rc.local <<EOF
brendanhay_amazonka,github-actions,build //lib/... //gen/...
brendanhay_amazonka,github-actions,test  //lib/...
wasmerio_wasmer-go,github-actions,build
wasmerio_wasmer-go,github-actions,isk-${GOOS}-amd64"
wasmerio_wasmer-go,github-actions,"
wasmerio_wasmer-go,github-actions,"
wasmerio_wasmer-go,github-actions," build //...
google_j2cl,github-actions,isk"
google_j2cl,github-actions,isk-os: linux
google_j2cl,github-actions,isk-os: darwin
google_j2cl,github-actions,isk binary cache
google_j2cl,github-actions,isk-cache
google_j2cl,github-actions,isk
google_j2cl,github-actions,isk-${{ env.BAZELISK_VERSION }}
google_j2cl,github-actions,isk
google_j2cl,github-actions,isk-cache.outputs.cache-hit != 'true'
google_j2cl,github-actions,chmod +x "${BAZELISK_BIN}/bazel"
google_j2cl,github-actions,"
google_j2cl,github-actions,cache
google_j2cl,github-actions,"
google_j2cl,github-actions,- name: Configure bazel
google_j2cl,github-actions,rc
google_j2cl,github-actions,rc
bazelbuild_bazel-gazelle,buildkite,---
tasks:
  ubuntu1804:
    platform: ubuntu1804
    build_targets:
    - "..."
    run_targets:
    # Run Gazelle on repo to verify BUILD files are up-to-date. The output shouldn't differ
    # between platforms, so we only run it from one.
    - "//:gazelle_ci"
    test_targets:
    - "..."
  ubuntu1804_bcr_tests:
    name: BCR test module
    platform: ubuntu1804
    # Includes https://github.com/bazelbuild/bazel/commit/3f92232c17bf4aad51880c811c291ba4b5b42721,
    # which will eventually be released in Bazel 5.3.0.
    bazel_version: 3f92232c17bf4aad51880c811c291ba4b5b42721
    working_directory: tests/bcr
    build_targets:
      - "//..."
      - "//:gazelle"
    test_targets:
      - "//..."
  ubuntu1604:
    platform: ubuntu1604
    build_targets:
    - "..."
    test_targets:
    - "..."
  macos:
    platform: macos
    build_targets:
    - "..."
    test_targets:
    - "..."
  windows:
    platform: windows
    build_targets:
    - "--"
    - "..."
    - "-//cmd/autogazelle/..."
    test_targets:
    - "--"
    - "..."
    # autogazelle is only supported on UNIX-like platforms.
    # It requires UNIX domain sockets.
    - "-//cmd/autogazelle/..."
    # Stardoc produces different line-endings on windows,
    # so the documentation it generates doesn't match the checked in files
    - "-//docs:all"
    # Fails to execute, apparently due to command-line length limit.
    - "-//internal:bazel_test"
    # gazelle prints file paths with backward slashes on windows,
    # which doesn't match the golden files generated on *nix.
    - "-//tests:fix_mode_print0"
    - "-//tests:fix_mode_strict"

openconfig_gnoi,github-actions,build"
openconfig_gnoi,github-actions,isk-linux-amd64
openconfig_gnoi,github-actions,cache
openconfig_gnoi,github-actions,.build/versions/master/output_directories.html
openconfig_gnoi,github-actions,"
openconfig_gnoi,github-actions,files change.
openconfig_gnoi,github-actions,') }}
openconfig_gnoi,github-actions,-${{ runner.os }}-build-
openconfig_gnoi,github-actions,isk
openconfig_gnoi,github-actions,isk/releases/download/v1.8.1/$BAZEL"
openconfig_gnoi,github-actions,- name: Build
openconfig_gnoi,github-actions,build //...
android_android-test,github-actions,isk build //:axt_m2repository
android_android-test,github-actions,isk test --test_tag_filters=robolectric,-gcb_ignore --build_tag_filters=robolectric --test_output=all ...
apache_rocketmq,github-actions,]
apache_rocketmq,github-actions,on:
apache_rocketmq,github-actions,jobs:
apache_rocketmq,github-actions,-compile (${{ matrix.os }})"
apache_rocketmq,github-actions,build --config=remote //...
apache_rocketmq,github-actions,test --config=remote --nocache_test_results //...
AcademySoftwareFoundation_openexr,github-actions,on:
AcademySoftwareFoundation_openexr,github-actions,build <GCC 9.3.0>
AcademySoftwareFoundation_openexr,github-actions,cache
AcademySoftwareFoundation_openexr,github-actions,"
AcademySoftwareFoundation_openexr,github-actions,-ubuntu
AcademySoftwareFoundation_openexr,github-actions,isk build //...
AcademySoftwareFoundation_openexr,github-actions,cache
AcademySoftwareFoundation_openexr,github-actions,"
AcademySoftwareFoundation_openexr,github-actions,-windows
AcademySoftwareFoundation_openexr,github-actions,isk build //...
AcademySoftwareFoundation_openexr,github-actions,build <Apple Clang14>
AcademySoftwareFoundation_openexr,github-actions,cache
